,IP_B,confidence,IP_A
"('10637_110',)","('192.168.220.47',)",0.3787878787878788,"('10637_110',)"
"('10731_186',)","('192.168.220.47',)",1.0,"('10731_186',)"
"('10795_102',)","('192.168.220.51',)",0.22727272727272727,"('10795_102',)"
"('11199_83',)","('192.168.220.50',)",0.3787878787878788,"('11199_83',)"
"('12291_15',)","('192.168.210.45',)",0.21212121212121213,"('12291_15',)"
"('12468_200',)","('192.168.220.50',)",1.0,"('12468_200',)"
"('12088_61',)","('192.168.220.51',)",1.0,"('12088_61',)"
"('10057_27',)","('192.168.220.43',)",1.0,"('10057_27',)"
"('14620_188',)","('192.168.210.48',)",1.0,"('14620_188',)"
"('10278_160',)","('192.168.220.51',)",0.208955223880597,"('10278_160',)"
"('11236_17',)","('192.168.220.51',)",0.34328358208955223,"('11236_17',)"
"('12688_140',)","('192.168.220.51',)",1.0,"('12688_140',)"
"('10088_242',)","('192.168.220.48',)",1.0,"('10088_242',)"
"('10085_11',)","('192.168.220.51',)",1.0,"('10085_11',)"
"('10446_78',)","('192.168.220.47',)",0.4888888888888889,"('10446_78',)"
"('10650_38',)","('192.168.220.47',)",1.0,"('10650_38',)"
"('10123_77',)","('192.168.220.42',)",1.0,"('10123_77',)"
"('10088_247',)","('192.168.220.46',)",1.0,"('10088_247',)"
"('10510_126',)","('192.168.220.51',)",1.0,"('10510_126',)"
"('14582_235',)","('192.168.220.43',)",1.0,"('14582_235',)"
"('11841_162',)","('192.168.210.55',)",0.9130434782608695,"('11841_162',)"
"('12404_193',)","('192.168.220.51',)",0.3333333333333333,"('12404_193',)"
"('13227_120',)","('192.168.220.48',)",1.0,"('13227_120',)"
"('13926_197',)","('192.168.220.47',)",1.0,"('13926_197',)"
"('12723_171',)","('192.168.210.53',)",0.6618705035971223,"('12723_171',)"
"('10016_144',)","('192.168.220.51',)",1.0,"('10016_144',)"
"('11459_14',)","('192.168.220.50',)",0.8714285714285714,"('11459_14',)"
"('12469_84',)","('192.168.220.47',)",1.0,"('12469_84',)"
"('12692_131',)","('192.168.220.51',)",1.0,"('12692_131',)"
"('10948_185',)","('192.168.220.47',)",0.5035460992907801,"('10948_185',)"
"('11925_110',)","('192.168.220.49',)",1.0,"('11925_110',)"
"('10724_202',)","('192.168.220.51',)",0.4225352112676056,"('10724_202',)"
"('10834_34',)","('192.168.220.47',)",0.6619718309859155,"('10834_34',)"
"('11359_133',)","('192.168.220.49',)",0.23943661971830985,"('11359_133',)"
"('11631_250',)","('192.168.220.51',)",0.2676056338028169,"('11631_250',)"
"('12969_46',)","('192.168.220.49',)",1.0,"('12969_46',)"
"('13649_250',)","('192.168.220.51',)",1.0,"('13649_250',)"
"('10158_229',)","('192.168.220.46',)",1.0,"('10158_229',)"
"('11438_66',)","('192.168.220.47',)",0.35664335664335667,"('11438_66',)"
"('14026_241',)","('192.168.210.47',)",1.0,"('14026_241',)"
"('12056_21',)","('192.168.220.43',)",1.0,"('12056_21',)"
"('13608_204',)","('192.168.220.51',)",1.0,"('13608_204',)"
"('14131_74',)","('192.168.220.51',)",1.0,"('14131_74',)"
"('11329_217',)","('192.168.220.47',)",0.47586206896551725,"('11329_217',)"
"('10035_16',)","('192.168.220.42',)",0.6301369863013698,"('10035_16',)"
"('11396_48',)","('192.168.210.47',)",0.9726027397260274,"('11396_48',)"
"('10502_23',)","('192.168.220.42',)",1.0,"('10502_23',)"
"('13647_12',)","('192.168.220.51',)",1.0,"('13647_12',)"
"('11288_117',)","('192.168.220.51',)",1.0,"('11288_117',)"
"('13600_4',)","('192.168.220.51',)",0.87248322147651,"('13600_4',)"
"('11724_188',)","('192.168.220.47',)",0.31333333333333335,"('11724_188',)"
"('10297_248',)","('192.168.220.51',)",0.9333333333333333,"('10297_248',)"
"('14612_94',)","('192.168.210.48',)",1.0,"('14612_94',)"
"('12045_56',)","('192.168.220.47',)",1.0,"('12045_56',)"
"('11540_69',)","('192.168.220.51',)",0.46710526315789475,"('11540_69',)"
"('11708_145',)","('192.168.220.51',)",0.39215686274509803,"('11708_145',)"
"('10124_17',)","('192.168.220.51',)",0.7777777777777778,"('10124_17',)"
"('12097_2',)","('192.168.220.42',)",1.0,"('12097_2',)"
"('11127_163',)","('192.168.210.47',)",0.3116883116883117,"('11127_163',)"
"('10124_19',)","('192.168.220.47',)",0.6623376623376623,"('10124_19',)"
"('13248_115',)","('192.168.220.50',)",1.0,"('13248_115',)"
"('12056_136',)","('192.168.220.51',)",1.0,"('12056_136',)"
"('11802_44',)","('192.168.210.54',)",1.0,"('11802_44',)"
"('13321_169',)","('192.168.220.45',)",1.0,"('13321_169',)"
"('14130_50',)","('192.168.220.51',)",1.0,"('14130_50',)"
"('10003_90',)","('192.168.220.47',)",1.0,"('10003_90',)"
"('11609_24',)","('192.168.220.51',)",1.0,"('11609_24',)"
"('12823_18',)","('192.168.220.47',)",1.0,"('12823_18',)"
"('14586_142',)","('192.168.220.43',)",1.0,"('14586_142',)"
"('10619_21',)","('192.168.220.47',)",0.5126582278481012,"('10619_21',)"
"('10789_116',)","('192.168.210.55',)",1.0,"('10789_116',)"
"('13021_186',)","('192.168.220.51',)",1.0,"('13021_186',)"
"('10189_113',)","('192.168.220.42',)",1.0,"('10189_113',)"
"('10459_241',)","('192.168.220.51',)",1.0,"('10459_241',)"
"('12555_252',)","('192.168.210.54',)",1.0,"('12555_252',)"
"('10694_28',)","('192.168.220.51',)",0.9506172839506173,"('10694_28',)"
"('13967_220',)","('192.168.220.48',)",1.0,"('13967_220',)"
"('12050_200',)","('192.168.220.51',)",0.8834355828220859,"('12050_200',)"
"('10938_103',)","('192.168.210.56',)",1.0,"('10938_103',)"
"('11297_166',)","('192.168.220.50',)",1.0,"('11297_166',)"
"('12357_32',)","('192.168.220.51',)",1.0,"('12357_32',)"
"('12783_18',)","('192.168.220.51',)",0.926829268292683,"('12783_18',)"
"('13497_67',)","('192.168.220.50',)",1.0,"('13497_67',)"
"('10184_35',)","('192.168.220.47',)",0.26666666666666666,"('10184_35',)"
"('11576_216',)","('192.168.220.51',)",0.5393939393939394,"('11576_216',)"
"('12468_100',)","('192.168.220.47',)",1.0,"('12468_100',)"
"('10072_35',)","('192.168.220.51',)",0.9030303030303031,"('10072_35',)"
"('12202_86',)","('192.168.210.54',)",1.0,"('12202_86',)"
"('12691_118',)","('192.168.220.51',)",1.0,"('12691_118',)"
"('12685_236',)","('192.168.220.51',)",1.0,"('12685_236',)"
"('14330_255',)","('192.168.220.51',)",1.0,"('14330_255',)"
"('13690_173',)","('192.168.210.45',)",1.0,"('13690_173',)"
"('14156_232',)","('192.168.220.48',)",1.0,"('14156_232',)"
"('14405_2',)","('192.168.220.48',)",1.0,"('14405_2',)"
"('10524_152',)","('192.168.220.47',)",0.23391812865497075,"('10524_152',)"
"('13022_2',)","('192.168.220.51',)",1.0,"('13022_2',)"
"('10145_81',)","('192.168.220.51',)",0.313953488372093,"('10145_81',)"
"('12161_247',)","('192.168.210.57',)",1.0,"('12161_247',)"
"('12703_99',)","('192.168.210.55',)",1.0,"('12703_99',)"
"('10144_78',)","('192.168.220.42',)",0.33714285714285713,"('10144_78',)"
"('11733_33',)","('192.168.220.49',)",1.0,"('11733_33',)"
"('14493_127',)","('192.168.220.51',)",1.0,"('14493_127',)"
"('10166_37',)","('192.168.220.49',)",1.0,"('10166_37',)"
"('13109_97',)","('192.168.220.51',)",0.8715083798882681,"('13109_97',)"
"('10898_135',)","('192.168.220.47',)",0.5333333333333333,"('10898_135',)"
"('10088_191',)","('192.168.210.53',)",1.0,"('10088_191',)"
"('12685_235',)","('192.168.220.51',)",1.0,"('12685_235',)"
"('10088_187',)","('192.168.220.47',)",1.0,"('10088_187',)"
"('12803_143',)","('192.168.220.51',)",0.9005524861878453,"('12803_143',)"
"('10013_240',)","('192.168.220.47',)",0.8011049723756906,"('10013_240',)"
"('14574_40',)","('192.168.220.51',)",1.0,"('14574_40',)"
"('10124_53',)","('192.168.220.51',)",0.7527472527472527,"('10124_53',)"
"('14149_117',)","('192.168.210.57',)",0.912568306010929,"('14149_117',)"
"('14190_146',)","('192.168.220.51',)",1.0,"('14190_146',)"
"('11729_91',)","('192.168.220.51',)",1.0,"('11729_91',)"
"('14261_252',)","('192.168.210.48',)",1.0,"('14261_252',)"
"('10088_208',)","('192.168.220.51',)",1.0,"('10088_208',)"
"('13076_159',)","('192.168.220.45',)",1.0,"('13076_159',)"
"('11584_2',)","('192.168.220.51',)",1.0,"('11584_2',)"
"('14219_37',)","('192.168.220.51',)",1.0,"('14219_37',)"
"('12943_248',)","('192.168.210.47',)",1.0,"('12943_248',)"
"('14132_36',)","('192.168.220.51',)",1.0,"('14132_36',)"
"('11773_187',)","('192.168.220.51',)",0.7958115183246073,"('11773_187',)"
"('11092_30',)","('192.168.220.47',)",0.4583333333333333,"('11092_30',)"
"('13823_18',)","('192.168.220.43',)",1.0,"('13823_18',)"
"('14511_99',)","('192.168.210.47',)",0.953125,"('14511_99',)"
"('12435_228',)","('192.168.210.53',)",1.0,"('12435_228',)"
"('10712_191',)","('192.168.210.52',)",0.9285714285714286,"('10712_191',)"
"('11510_159',)","('192.168.220.50',)",1.0,"('11510_159',)"
"('10660_51',)","('192.168.220.47',)",1.0,"('10660_51',)"
"('11605_98',)","('192.168.220.51',)",1.0,"('11605_98',)"
"('10286_163',)","('192.168.220.50',)",1.0,"('10286_163',)"
"('10416_76',)","('192.168.220.43',)",1.0,"('10416_76',)"
"('10003_106',)","('192.168.220.51',)",1.0,"('10003_106',)"
"('10003_51',)","('192.168.220.51',)",1.0,"('10003_51',)"
"('13239_133',)","('192.168.210.54',)",1.0,"('13239_133',)"
"('12712_50',)","('192.168.220.51',)",1.0,"('12712_50',)"
"('12870_234',)","('192.168.220.51',)",0.8926829268292683,"('12870_234',)"
"('10698_157',)","('192.168.210.55',)",0.9805825242718447,"('10698_157',)"
"('13346_32',)","('192.168.220.51',)",1.0,"('13346_32',)"
"('10536_13',)","('192.168.220.47',)",0.36666666666666664,"('10536_13',)"
"('11952_193',)","('192.168.220.51',)",1.0,"('11952_193',)"
"('11953_211',)","('192.168.210.47',)",0.9339622641509434,"('11953_211',)"
"('10145_215',)","('192.168.220.51',)",0.24299065420560748,"('10145_215',)"
"('11676_117',)","('192.168.210.53',)",1.0,"('11676_117',)"
"('10661_104',)","('192.168.220.51',)",0.8518518518518519,"('10661_104',)"
"('12952_120',)","('192.168.220.42',)",0.8202764976958525,"('12952_120',)"
"('14537_242',)","('192.168.220.51',)",1.0,"('14537_242',)"
"('10778_102',)","('192.168.220.51',)",0.33636363636363636,"('10778_102',)"
"('10030_163',)","('192.168.220.42',)",0.9004524886877828,"('10030_163',)"
"('11453_45',)","('192.168.220.51',)",1.0,"('11453_45',)"
"('12546_253',)","('192.168.220.51',)",0.9144144144144144,"('12546_253',)"
"('13236_133',)","('192.168.210.48',)",1.0,"('13236_133',)"
"('14096_221',)","('192.168.210.57',)",1.0,"('14096_221',)"
"('13613_70',)","('192.168.220.51',)",1.0,"('13613_70',)"
"('10001_210',)","('192.168.220.51',)",0.8103448275862069,"('10001_210',)"
"('14022_8',)","('192.168.220.50',)",1.0,"('14022_8',)"
"('14563_80',)","('192.168.220.51',)",1.0,"('14563_80',)"
"('13491_83',)","('192.168.220.50',)",1.0,"('13491_83',)"
"('12116_204',)","('192.168.220.42',)",1.0,"('12116_204',)"
"('10981_41',)","('192.168.220.51',)",0.7377049180327869,"('10981_41',)"
"('13606_206',)","('192.168.220.42',)",0.9467213114754098,"('13606_206',)"
"('10108_21',)","('192.168.220.47',)",0.5384615384615384,"('10108_21',)"
"('13502_37',)","('192.168.220.43',)",1.0,"('13502_37',)"
"('13454_193',)","('192.168.220.47',)",0.9437751004016064,"('13454_193',)"
"('11927_84',)","('192.168.220.49',)",1.0,"('11927_84',)"
"('14401_2',)","('192.168.220.48',)",1.0,"('14401_2',)"
"('13379_49',)","('192.168.220.48',)",1.0,"('13379_49',)"
"('13612_216',)","('192.168.220.51',)",0.9282868525896414,"('13612_216',)"
"('13409_202',)","('192.168.220.47',)",0.96875,"('13409_202',)"
"('14093_131',)","('192.168.220.51',)",1.0,"('14093_131',)"
"('13155_70',)","('192.168.220.51',)",1.0,"('13155_70',)"
"('10244_145',)","('192.168.210.53',)",1.0,"('10244_145',)"
"('13607_234',)","('192.168.220.45',)",1.0,"('13607_234',)"
"('13831_172',)","('192.168.220.48',)",1.0,"('13831_172',)"
"('14192_159',)","('192.168.220.51',)",1.0,"('14192_159',)"
"('14494_70',)","('192.168.220.49',)",1.0,"('14494_70',)"
"('13637_86',)","('192.168.220.51',)",0.9350180505415162,"('13637_86',)"
"('11808_161',)","('192.168.220.51',)",1.0,"('11808_161',)"
"('11814_18',)","('192.168.220.51',)",0.9280575539568345,"('11814_18',)"
"('10058_130',)","('192.168.210.47',)",1.0,"('10058_130',)"
"('13307_252',)","('192.168.220.47',)",1.0,"('13307_252',)"
"('12674_71',)","('192.168.220.48',)",1.0,"('12674_71',)"
"('13016_166',)","('192.168.220.50',)",1.0,"('13016_166',)"
"('10054_151',)","('192.168.210.57',)",1.0,"('10054_151',)"
"('12246_8',)","('192.168.220.42',)",0.9797979797979798,"('12246_8',)"
"('11084_93',)","('192.168.220.49',)",1.0,"('11084_93',)"
"('12166_169',)","('192.168.220.51',)",1.0,"('12166_169',)"
"('10760_15',)","('192.168.210.45',)",0.9342105263157895,"('10760_15',)"
"('12055_225',)","('192.168.210.56',)",1.0,"('12055_225',)"
"('12817_196',)","('192.168.210.57',)",1.0,"('12817_196',)"
"('12236_45',)","('192.168.220.51',)",1.0,"('12236_45',)"
"('10815_90',)","('192.168.220.42',)",0.8543689320388349,"('10815_90',)"
"('12746_165',)","('192.168.220.51',)",1.0,"('12746_165',)"
"('12986_243',)","('192.168.220.51',)",1.0,"('12986_243',)"
"('12733_147',)","('192.168.220.51',)",1.0,"('12733_147',)"
"('11926_102',)","('192.168.220.49',)",1.0,"('11926_102',)"
"('13336_58',)","('192.168.220.47',)",1.0,"('13336_58',)"
"('11967_252',)","('192.168.220.47',)",1.0,"('11967_252',)"
"('14444_119',)","('192.168.220.50',)",1.0,"('14444_119',)"
"('14174_65',)","('192.168.220.51',)",1.0,"('14174_65',)"
"('11922_96',)","('192.168.220.51',)",1.0,"('11922_96',)"
"('13213_228',)","('192.168.220.46',)",1.0,"('13213_228',)"
"('10085_147',)","('192.168.220.51',)",1.0,"('10085_147',)"
"('13670_254',)","('192.168.220.51',)",1.0,"('13670_254',)"
"('12002_76',)","('192.168.220.47',)",1.0,"('12002_76',)"
"('14040_136',)","('192.168.220.50',)",1.0,"('14040_136',)"
"('13953_236',)","('192.168.220.51',)",0.868421052631579,"('13953_236',)"
"('11774_182',)","('192.168.220.51',)",0.8692307692307693,"('11774_182',)"
"('10088_44',)","('192.168.220.51',)",1.0,"('10088_44',)"
"('14330_44',)","('192.168.220.51',)",1.0,"('14330_44',)"
"('14183_97',)","('192.168.220.51',)",1.0,"('14183_97',)"
"('10863_249',)","('192.168.220.51',)",0.9301848049281314,"('10863_249',)"
"('11662_84',)","('192.168.220.51',)",1.0,"('11662_84',)"
"('13730_93',)","('192.168.210.54',)",1.0,"('13730_93',)"
"('10906_97',)","('192.168.220.47',)",1.0,"('10906_97',)"
"('14188_97',)","('192.168.220.51',)",1.0,"('14188_97',)"
"('10011_132',)","('192.168.100.20',)",1.0,"('10011_132',)"
"('14379_144',)","('192.168.220.47',)",1.0,"('14379_144',)"
"('10123_51',)","('192.168.220.51',)",0.9836065573770492,"('10123_51',)"
"('10154_212',)","('192.168.220.51',)",0.9765013054830287,"('10154_212',)"
"('13184_115',)","('192.168.210.49',)",1.0,"('13184_115',)"
"('12486_238',)","('192.168.210.52',)",1.0,"('12486_238',)"
"('10021_188',)","('192.168.220.51',)",1.0,"('10021_188',)"
"('10104_80',)","('192.168.220.51',)",0.9819219790675547,"('10104_80',)"
"('14171_6',)","('192.168.220.51',)",1.0,"('14171_6',)"
"('10088_98',)","('192.168.220.51',)",1.0,"('10088_98',)"
"('13215_218',)","('192.168.220.46',)",1.0,"('13215_218',)"
"('10022_144',)","('192.168.220.51',)",1.0,"('10022_144',)"
"('13049_193',)","('192.168.210.56',)",1.0,"('13049_193',)"
"('13035_162',)","('192.168.220.51',)",0.9894911504424779,"('13035_162',)"
"('14184_244',)","('192.168.220.51',)",0.9773510585918267,"('14184_244',)"
"('192.168.200.1',)","('192.168.220.51',)",1.0,"('192.168.200.1',)"
"('11681_180',)","('192.168.210.54',)",0.9963998305802626,"('11681_180',)"
"('192.168.200.2',)","('192.168.220.51',)",1.0,"('192.168.200.2',)"
"('14172_51',)","('192.168.220.51',)",1.0,"('14172_51',)"
"('13053_106',)","('192.168.210.56',)",1.0,"('13053_106',)"
"('14185_238',)","('192.168.220.51',)",1.0,"('14185_238',)"
"('14170_51',)","('192.168.220.51',)",1.0,"('14170_51',)"
"('192.168.100.1',)","('192.168.220.51',)",1.0,"('192.168.100.1',)"
"('10272_44',)","('192.168.220.51',)",1.0,"('10272_44',)"
"('12087_137',)","('192.168.220.47',)",1.0,"('12087_137',)"
"('13053_118',)","('192.168.210.56',)",1.0,"('13053_118',)"
