,0,IP
"('13107_197', '192.168.210.48')",22,"('13107_197', '192.168.210.48')"
"('13107_197', '192.168.210.57')",32,"('13107_197', '192.168.210.57')"
"('13107_197', '192.168.210.47')",56,"('13107_197', '192.168.210.47')"
"('13687_165', '192.168.220.47')",12,"('13687_165', '192.168.220.47')"
"('13687_165', '192.168.220.42')",16,"('13687_165', '192.168.220.42')"
"('13687_165', '192.168.220.43')",24,"('13687_165', '192.168.220.43')"
"('13687_165', '192.168.210.52')",34,"('13687_165', '192.168.210.52')"
"('13687_165', '192.168.210.45')",38,"('13687_165', '192.168.210.45')"
"('13930_133', '192.168.220.49')",22,"('13930_133', '192.168.220.49')"
"('13930_133', '192.168.220.51')",24,"('13930_133', '192.168.220.51')"
"('13930_133', '192.168.220.48')",26,"('13930_133', '192.168.220.48')"
"('13930_133', '192.168.210.45')",26,"('13930_133', '192.168.210.45')"
"('13930_133', '192.168.220.42')",27,"('13930_133', '192.168.220.42')"
"('10088_247',)",136,"('10088_247',)"
"('10088_247', '192.168.220.46')",136,"('10088_247', '192.168.220.46')"
"('10853_18', '192.168.210.48')",24,"('10853_18', '192.168.210.48')"
"('10853_18', '192.168.220.47')",34,"('10853_18', '192.168.220.47')"
"('10853_18', '192.168.220.50')",39,"('10853_18', '192.168.220.50')"
"('10949_154', '192.168.220.42')",14,"('10949_154', '192.168.220.42')"
"('10949_154', '192.168.210.57')",14,"('10949_154', '192.168.210.57')"
"('10949_154', '192.168.220.46')",14,"('10949_154', '192.168.220.46')"
"('10949_154', '192.168.210.56')",18,"('10949_154', '192.168.210.56')"
"('10949_154', '192.168.210.45')",30,"('10949_154', '192.168.210.45')"
"('10949_154', '192.168.220.47')",47,"('10949_154', '192.168.220.47')"
"('11855_248', '192.168.220.43')",13,"('11855_248', '192.168.220.43')"
"('11855_248', '192.168.220.51')",18,"('11855_248', '192.168.220.51')"
"('11855_248', '192.168.210.57')",19,"('11855_248', '192.168.210.57')"
"('11855_248', '192.168.210.45')",19,"('11855_248', '192.168.210.45')"
"('11855_248', '192.168.220.42')",28,"('11855_248', '192.168.220.42')"
"('11855_248', '192.168.210.55')",38,"('11855_248', '192.168.210.55')"
"('10116_206', '192.168.220.42')",60,"('10116_206', '192.168.220.42')"
"('10116_206', '192.168.220.47')",68,"('10116_206', '192.168.220.47')"
"('10510_126',)",137,"('10510_126',)"
"('10510_126', '192.168.220.51')",137,"('10510_126', '192.168.220.51')"
"('14582_235',)",137,"('14582_235',)"
"('14582_235', '192.168.220.43')",137,"('14582_235', '192.168.220.43')"
"('10185_98', '192.168.220.46')",32,"('10185_98', '192.168.220.46')"
"('10185_98', '192.168.220.49')",34,"('10185_98', '192.168.220.49')"
"('10185_98', '192.168.220.47')",72,"('10185_98', '192.168.220.47')"
"('10492_57', '192.168.220.42')",12,"('10492_57', '192.168.220.42')"
"('10492_57', '192.168.220.45')",12,"('10492_57', '192.168.220.45')"
"('10492_57', '192.168.220.48')",16,"('10492_57', '192.168.220.48')"
"('10492_57', '192.168.210.54')",17,"('10492_57', '192.168.210.54')"
"('10492_57', '192.168.220.47')",24,"('10492_57', '192.168.220.47')"
"('10492_57', '192.168.220.51')",24,"('10492_57', '192.168.220.51')"
"('10647_139', '192.168.210.56')",14,"('10647_139', '192.168.210.56')"
"('10647_139', '192.168.210.57')",14,"('10647_139', '192.168.210.57')"
"('10647_139', '192.168.210.49')",18,"('10647_139', '192.168.210.49')"
"('10647_139', '192.168.220.45')",24,"('10647_139', '192.168.220.45')"
"('10647_139', '192.168.220.47')",31,"('10647_139', '192.168.220.47')"
"('10872_74', '192.168.220.43')",13,"('10872_74', '192.168.220.43')"
"('10872_74', '192.168.220.51')",17,"('10872_74', '192.168.220.51')"
"('10872_74', '192.168.210.46')",42,"('10872_74', '192.168.210.46')"
"('10872_74', '192.168.220.47')",50,"('10872_74', '192.168.220.47')"
"('11478_136', '192.168.220.50')",30,"('11478_136', '192.168.220.50')"
"('11478_136', '192.168.210.54')",108,"('11478_136', '192.168.210.54')"
"('11484_13', '192.168.220.51')",52,"('11484_13', '192.168.220.51')"
"('11484_13', '192.168.220.50')",80,"('11484_13', '192.168.220.50')"
"('11603_187', '192.168.220.48')",17,"('11603_187', '192.168.220.48')"
"('11603_187', '192.168.210.53')",41,"('11603_187', '192.168.210.53')"
"('11603_187', '192.168.220.51')",44,"('11603_187', '192.168.220.51')"
"('11783_114', '192.168.210.53')",14,"('11783_114', '192.168.210.53')"
"('11783_114', '192.168.220.43')",19,"('11783_114', '192.168.220.43')"
"('11783_114', '192.168.210.54')",28,"('11783_114', '192.168.210.54')"
"('11783_114', '192.168.220.45')",34,"('11783_114', '192.168.220.45')"
"('11783_114', '192.168.220.50')",35,"('11783_114', '192.168.220.50')"
"('10416_68', '192.168.210.56')",52,"('10416_68', '192.168.210.56')"
"('10416_68', '192.168.220.51')",86,"('10416_68', '192.168.220.51')"
"('11807_57', '192.168.210.54')",12,"('11807_57', '192.168.210.54')"
"('11807_57', '192.168.210.55')",12,"('11807_57', '192.168.210.55')"
"('11807_57', '192.168.220.51')",14,"('11807_57', '192.168.220.51')"
"('11807_57', '192.168.220.47')",20,"('11807_57', '192.168.220.47')"
"('11807_57', '192.168.210.49')",26,"('11807_57', '192.168.210.49')"
"('11807_57', '192.168.210.57')",34,"('11807_57', '192.168.210.57')"
"('11841_162',)",138,"('11841_162',)"
"('11841_162', '192.168.210.55')",126,"('11841_162', '192.168.210.55')"
"('11852_185', '192.168.210.57')",14,"('11852_185', '192.168.210.57')"
"('11852_185', '192.168.220.51')",19,"('11852_185', '192.168.220.51')"
"('11852_185', '192.168.220.45')",32,"('11852_185', '192.168.220.45')"
"('11852_185', '192.168.210.48')",33,"('11852_185', '192.168.210.48')"
"('11852_185', '192.168.220.47')",40,"('11852_185', '192.168.220.47')"
"('10718_76', '192.168.220.47')",58,"('10718_76', '192.168.220.47')"
"('10718_76', '192.168.220.51')",80,"('10718_76', '192.168.220.51')"
"('12404_193', '192.168.210.53')",14,"('12404_193', '192.168.210.53')"
"('12404_193', '192.168.210.47')",14,"('12404_193', '192.168.210.47')"
"('12404_193', '192.168.210.49')",14,"('12404_193', '192.168.210.49')"
"('12404_193', '192.168.220.43')",14,"('12404_193', '192.168.220.43')"
"('12404_193', '192.168.220.45')",16,"('12404_193', '192.168.220.45')"
"('12404_193', '192.168.220.51')",46,"('12404_193', '192.168.220.51')"
"('10124_45', '192.168.220.51')",59,"('10124_45', '192.168.220.51')"
"('10124_45', '192.168.210.47')",60,"('10124_45', '192.168.210.47')"
"('13227_120',)",138,"('13227_120',)"
"('13227_120', '192.168.220.48')",138,"('13227_120', '192.168.220.48')"
"('13926_197',)",138,"('13926_197',)"
"('13926_197', '192.168.220.47')",138,"('13926_197', '192.168.220.47')"
"('10416_52', '192.168.220.43')",68,"('10416_52', '192.168.220.43')"
"('10416_52', '192.168.220.50')",70,"('10416_52', '192.168.220.50')"
"('10644_7', '192.168.210.47')",18,"('10644_7', '192.168.210.47')"
"('10644_7', '192.168.220.49')",18,"('10644_7', '192.168.220.49')"
"('10644_7', '192.168.220.45')",26,"('10644_7', '192.168.220.45')"
"('10644_7', '192.168.220.48')",32,"('10644_7', '192.168.220.48')"
"('10644_7', '192.168.220.47')",36,"('10644_7', '192.168.220.47')"
"('10951_162', '192.168.210.55')",16,"('10951_162', '192.168.210.55')"
"('10951_162', '192.168.220.49')",20,"('10951_162', '192.168.220.49')"
"('10951_162', '192.168.220.47')",22,"('10951_162', '192.168.220.47')"
"('10951_162', '192.168.220.51')",24,"('10951_162', '192.168.220.51')"
"('10951_162', '192.168.220.45')",26,"('10951_162', '192.168.220.45')"
"('12723_171', '192.168.220.42')",18,"('12723_171', '192.168.220.42')"
"('12723_171', '192.168.210.54')",20,"('12723_171', '192.168.210.54')"
"('12723_171', '192.168.210.53')",92,"('12723_171', '192.168.210.53')"
"('10016_144',)",139,"('10016_144',)"
"('10016_144', '192.168.220.51')",139,"('10016_144', '192.168.220.51')"
"('12109_123', '192.168.210.55')",14,"('12109_123', '192.168.210.55')"
"('12109_123', '192.168.210.56')",14,"('12109_123', '192.168.210.56')"
"('12109_123', '192.168.220.51')",14,"('12109_123', '192.168.220.51')"
"('12109_123', '192.168.210.47')",18,"('12109_123', '192.168.210.47')"
"('12109_123', '192.168.210.45')",33,"('12109_123', '192.168.210.45')"
"('12109_123', '192.168.210.50')",36,"('12109_123', '192.168.210.50')"
"('10024_15', '192.168.220.49')",12,"('10024_15', '192.168.220.49')"
"('10024_15', '192.168.100.11')",15,"('10024_15', '192.168.100.11')"
"('10024_15', '192.168.220.48')",16,"('10024_15', '192.168.220.48')"
"('10183_173', '192.168.220.46')",14,"('10183_173', '192.168.220.46')"
"('10183_173', '192.168.220.51')",16,"('10183_173', '192.168.220.51')"
"('10183_173', '192.168.220.45')",18,"('10183_173', '192.168.220.45')"
"('10183_173', '192.168.210.47')",28,"('10183_173', '192.168.210.47')"
"('10183_173', '192.168.220.43')",28,"('10183_173', '192.168.220.43')"
"('10183_173', '192.168.220.47')",34,"('10183_173', '192.168.220.47')"
"('10295_194', '192.168.220.47')",14,"('10295_194', '192.168.220.47')"
"('10295_194', '192.168.210.55')",24,"('10295_194', '192.168.210.55')"
"('10295_194', '192.168.210.56')",36,"('10295_194', '192.168.210.56')"
"('10295_194', '192.168.220.50')",66,"('10295_194', '192.168.220.50')"
"('10491_68', '192.168.220.43')",20,"('10491_68', '192.168.220.43')"
"('10491_68', '192.168.220.47')",21,"('10491_68', '192.168.220.47')"
"('10491_68', '192.168.220.50')",25,"('10491_68', '192.168.220.50')"
"('10491_68', '192.168.220.51')",31,"('10491_68', '192.168.220.51')"
"('10574_165', '192.168.220.50')",16,"('10574_165', '192.168.220.50')"
"('10574_165', '192.168.220.51')",30,"('10574_165', '192.168.220.51')"
"('10574_165', '192.168.220.42')",36,"('10574_165', '192.168.220.42')"
"('10488_176', '192.168.220.47')",14,"('10488_176', '192.168.220.47')"
"('10488_176', '192.168.220.48')",17,"('10488_176', '192.168.220.48')"
"('10488_176', '192.168.220.51')",28,"('10488_176', '192.168.220.51')"
"('10488_176', '192.168.210.56')",53,"('10488_176', '192.168.210.56')"
"('11459_14', '192.168.220.47')",18,"('11459_14', '192.168.220.47')"
"('11459_14', '192.168.220.50')",122,"('11459_14', '192.168.220.50')"
"('10661_150', '192.168.220.50')",27,"('10661_150', '192.168.220.50')"
"('10661_150', '192.168.210.53')",35,"('10661_150', '192.168.210.53')"
"('10661_150', '192.168.220.51')",70,"('10661_150', '192.168.220.51')"
"('11673_70', '192.168.220.45')",29,"('11673_70', '192.168.220.45')"
"('11673_70', '192.168.210.49')",47,"('11673_70', '192.168.210.49')"
"('11673_70', '192.168.220.51')",52,"('11673_70', '192.168.220.51')"
"('12469_84',)",140,"('12469_84',)"
"('12469_84', '192.168.220.47')",140,"('12469_84', '192.168.220.47')"
"('12692_131',)",140,"('12692_131',)"
"('12692_131', '192.168.220.51')",140,"('12692_131', '192.168.220.51')"
"('10099_115', '192.168.210.45')",21,"('10099_115', '192.168.210.45')"
"('10099_115', '192.168.220.42')",32,"('10099_115', '192.168.220.42')"
"('10099_115', '192.168.220.51')",81,"('10099_115', '192.168.220.51')"
"('13464_67', '192.168.210.46')",14,"('13464_67', '192.168.210.46')"
"('13464_67', '192.168.220.43')",14,"('13464_67', '192.168.220.43')"
"('13464_67', '192.168.220.45')",16,"('13464_67', '192.168.220.45')"
"('13464_67', '192.168.220.42')",19,"('13464_67', '192.168.220.42')"
"('13464_67', '192.168.220.46')",21,"('13464_67', '192.168.220.46')"
"('13464_67', '192.168.220.50')",28,"('13464_67', '192.168.220.50')"
"('13464_67', '192.168.220.47')",28,"('13464_67', '192.168.220.47')"
"('10948_185', '192.168.210.52')",12,"('10948_185', '192.168.210.52')"
"('10948_185', '192.168.210.54')",12,"('10948_185', '192.168.210.54')"
"('10948_185', '192.168.220.42')",14,"('10948_185', '192.168.220.42')"
"('10948_185', '192.168.220.47')",71,"('10948_185', '192.168.220.47')"
"('11925_110',)",141,"('11925_110',)"
"('11925_110', '192.168.220.49')",141,"('11925_110', '192.168.220.49')"
"('10124_14', '192.168.220.42')",15,"('10124_14', '192.168.220.42')"
"('10124_14', '192.168.220.49')",17,"('10124_14', '192.168.220.49')"
"('10124_14', '192.168.210.57')",20,"('10124_14', '192.168.210.57')"
"('10124_14', '192.168.220.51')",26,"('10124_14', '192.168.220.51')"
"('10124_14', '192.168.220.47')",37,"('10124_14', '192.168.220.47')"
"('13185_230', '192.168.210.57')",18,"('13185_230', '192.168.210.57')"
"('13185_230', '192.168.210.49')",28,"('13185_230', '192.168.210.49')"
"('13185_230', '192.168.220.48')",30,"('13185_230', '192.168.220.48')"
"('13185_230', '192.168.210.50')",42,"('13185_230', '192.168.210.50')"
"('14143_222', '192.168.210.45')",26,"('14143_222', '192.168.210.45')"
"('14143_222', '192.168.210.54')",33,"('14143_222', '192.168.210.54')"
"('14143_222', '192.168.220.51')",82,"('14143_222', '192.168.220.51')"
"('10724_202', '192.168.220.47')",20,"('10724_202', '192.168.220.47')"
"('10724_202', '192.168.220.45')",20,"('10724_202', '192.168.220.45')"
"('10724_202', '192.168.220.51')",60,"('10724_202', '192.168.220.51')"
"('10834_34', '192.168.220.45')",14,"('10834_34', '192.168.220.45')"
"('10834_34', '192.168.210.57')",16,"('10834_34', '192.168.210.57')"
"('10834_34', '192.168.210.47')",18,"('10834_34', '192.168.210.47')"
"('10834_34', '192.168.220.47')",94,"('10834_34', '192.168.220.47')"
"('11268_38', '192.168.210.56')",12,"('11268_38', '192.168.210.56')"
"('11268_38', '192.168.210.54')",14,"('11268_38', '192.168.210.54')"
"('11268_38', '192.168.210.53')",14,"('11268_38', '192.168.210.53')"
"('11268_38', '192.168.220.43')",18,"('11268_38', '192.168.220.43')"
"('11268_38', '192.168.210.49')",22,"('11268_38', '192.168.210.49')"
"('11268_38', '192.168.220.49')",26,"('11268_38', '192.168.220.49')"
"('11268_38', '192.168.220.51')",36,"('11268_38', '192.168.220.51')"
"('11359_133', '192.168.210.53')",12,"('11359_133', '192.168.210.53')"
"('11359_133', '192.168.210.49')",16,"('11359_133', '192.168.210.49')"
"('11359_133', '192.168.220.51')",16,"('11359_133', '192.168.220.51')"
"('11359_133', '192.168.220.50')",16,"('11359_133', '192.168.220.50')"
"('11359_133', '192.168.220.45')",18,"('11359_133', '192.168.220.45')"
"('11359_133', '192.168.220.47')",20,"('11359_133', '192.168.220.47')"
"('11359_133', '192.168.220.49')",34,"('11359_133', '192.168.220.49')"
"('11631_250', '192.168.210.53')",12,"('11631_250', '192.168.210.53')"
"('11631_250', '192.168.220.48')",12,"('11631_250', '192.168.220.48')"
"('11631_250', '192.168.220.47')",22,"('11631_250', '192.168.220.47')"
"('11631_250', '192.168.220.51')",38,"('11631_250', '192.168.220.51')"
"('11641_21', '192.168.220.47')",16,"('11641_21', '192.168.220.47')"
"('11641_21', '192.168.220.46')",28,"('11641_21', '192.168.220.46')"
"('11641_21', '192.168.210.54')",28,"('11641_21', '192.168.210.54')"
"('11641_21', '192.168.220.48')",28,"('11641_21', '192.168.220.48')"
"('11641_21', '192.168.210.47')",32,"('11641_21', '192.168.210.47')"
"('11934_251', '192.168.220.42')",14,"('11934_251', '192.168.220.42')"
"('11934_251', '192.168.210.57')",56,"('11934_251', '192.168.210.57')"
"('11934_251', '192.168.220.51')",62,"('11934_251', '192.168.220.51')"
"('11587_156', '192.168.220.51')",22,"('11587_156', '192.168.220.51')"
"('11587_156', '192.168.220.47')",34,"('11587_156', '192.168.220.47')"
"('11587_156', '192.168.210.52')",40,"('11587_156', '192.168.210.52')"
"('11587_156', '192.168.220.42')",46,"('11587_156', '192.168.220.42')"
"('12539_54', '192.168.220.47')",20,"('12539_54', '192.168.220.47')"
"('12539_54', '192.168.210.48')",26,"('12539_54', '192.168.210.48')"
"('12539_54', '192.168.210.47')",30,"('12539_54', '192.168.210.47')"
"('12539_54', '192.168.220.51')",56,"('12539_54', '192.168.220.51')"
"('12918_254', '192.168.210.57')",12,"('12918_254', '192.168.210.57')"
"('12918_254', '192.168.220.47')",53,"('12918_254', '192.168.220.47')"
"('12918_254', '192.168.220.51')",61,"('12918_254', '192.168.220.51')"
"('12969_46',)",142,"('12969_46',)"
"('12969_46', '192.168.220.49')",142,"('12969_46', '192.168.220.49')"
"('13649_250',)",142,"('13649_250',)"
"('13649_250', '192.168.220.51')",142,"('13649_250', '192.168.220.51')"
"('10158_229',)",143,"('10158_229',)"
"('10158_229', '192.168.220.46')",143,"('10158_229', '192.168.220.46')"
"('10420_174', '192.168.210.47')",18,"('10420_174', '192.168.210.47')"
"('10420_174', '192.168.210.55')",28,"('10420_174', '192.168.210.55')"
"('10420_174', '192.168.220.48')",29,"('10420_174', '192.168.220.48')"
"('10420_174', '192.168.220.47')",68,"('10420_174', '192.168.220.47')"
"('10727_16', '192.168.210.55')",12,"('10727_16', '192.168.210.55')"
"('10727_16', '192.168.210.52')",12,"('10727_16', '192.168.210.52')"
"('10727_16', '192.168.220.49')",16,"('10727_16', '192.168.220.49')"
"('10727_16', '192.168.220.47')",24,"('10727_16', '192.168.220.47')"
"('10727_16', '192.168.220.45')",28,"('10727_16', '192.168.220.45')"
"('10727_16', '192.168.220.51')",32,"('10727_16', '192.168.220.51')"
"('11438_66', '192.168.210.45')",13,"('11438_66', '192.168.210.45')"
"('11438_66', '192.168.220.48')",13,"('11438_66', '192.168.220.48')"
"('11438_66', '192.168.210.47')",14,"('11438_66', '192.168.210.47')"
"('11438_66', '192.168.210.57')",16,"('11438_66', '192.168.210.57')"
"('11438_66', '192.168.220.42')",18,"('11438_66', '192.168.220.42')"
"('11438_66', '192.168.210.48')",18,"('11438_66', '192.168.210.48')"
"('11438_66', '192.168.220.47')",51,"('11438_66', '192.168.220.47')"
"('14026_241',)",143,"('14026_241',)"
"('14026_241', '192.168.210.47')",143,"('14026_241', '192.168.210.47')"
"('10019_89', '192.168.220.49')",12,"('10019_89', '192.168.220.49')"
"('10019_89', '192.168.100.14')",15,"('10019_89', '192.168.100.14')"
"('10019_89', '192.168.100.11')",17,"('10019_89', '192.168.100.11')"
"('10019_89', '192.168.220.45')",20,"('10019_89', '192.168.220.45')"
"('11105_181', '192.168.220.46')",12,"('11105_181', '192.168.220.46')"
"('11105_181', '192.168.220.45')",12,"('11105_181', '192.168.220.45')"
"('11105_181', '192.168.220.50')",20,"('11105_181', '192.168.220.50')"
"('11105_181', '192.168.220.47')",32,"('11105_181', '192.168.220.47')"
"('11105_181', '192.168.220.51')",36,"('11105_181', '192.168.220.51')"
"('10124_35', '192.168.220.43')",27,"('10124_35', '192.168.220.43')"
"('10124_35', '192.168.220.47')",28,"('10124_35', '192.168.220.47')"
"('10124_35', '192.168.220.45')",58,"('10124_35', '192.168.220.45')"
"('10416_60', '192.168.220.51')",56,"('10416_60', '192.168.220.51')"
"('10416_60', '192.168.220.49')",80,"('10416_60', '192.168.220.49')"
"('10299_116', '192.168.220.49')",40,"('10299_116', '192.168.220.49')"
"('10299_116', '192.168.210.54')",104,"('10299_116', '192.168.210.54')"
"('10445_44', '192.168.210.46')",16,"('10445_44', '192.168.210.46')"
"('10445_44', '192.168.220.50')",44,"('10445_44', '192.168.220.50')"
"('10445_44', '192.168.220.42')",76,"('10445_44', '192.168.220.42')"
"('12056_21',)",144,"('12056_21',)"
"('12056_21', '192.168.220.43')",144,"('12056_21', '192.168.220.43')"
"('11495_115', '192.168.210.55')",67,"('11495_115', '192.168.210.55')"
