,IP_B,confidence,IP_A
"('13204_90',)","('192.168.210.57',)",0.7142857142857143,"('13204_90',)"
"('13205_147',)","('192.168.210.47',)",1.0,"('13205_147',)"
"('10708_210',)","('192.168.220.43',)",0.7619047619047619,"('10708_210',)"
"('11869_203',)","('192.168.220.47',)",1.0,"('11869_203',)"
"('13351_1',)","('192.168.220.51',)",1.0,"('13351_1',)"
"('13367_81',)","('192.168.220.49',)",1.0,"('13367_81',)"
"('13422_164',)","('192.168.220.49',)",1.0,"('13422_164',)"
"('13571_26',)","('192.168.220.47',)",0.6666666666666666,"('13571_26',)"
"('10632_163',)","('192.168.210.45',)",1.0,"('10632_163',)"
"('10925_3',)","('192.168.210.45',)",1.0,"('10925_3',)"
"('13770_121',)","('192.168.220.42',)",1.0,"('13770_121',)"
"('10160_115',)","('192.168.220.42',)",1.0,"('10160_115',)"
"('13846_171',)","('192.168.220.48',)",0.5714285714285714,"('13846_171',)"
"('13965_15',)","('192.168.220.48',)",1.0,"('13965_15',)"
"('11859_224',)","('192.168.210.52',)",0.5714285714285714,"('11859_224',)"
"('12730_187',)","('192.168.210.48',)",0.7619047619047619,"('12730_187',)"
"('10694_19',)","('192.168.220.42',)",1.0,"('10694_19',)"
"('14374_131',)","('192.168.220.51',)",1.0,"('14374_131',)"
"('10455_83',)","('192.168.220.47',)",1.0,"('10455_83',)"
"('10968_223',)","('192.168.220.50',)",1.0,"('10968_223',)"
"('14439_124',)","('192.168.220.47',)",1.0,"('14439_124',)"
"('14500_106',)","('192.168.210.49',)",1.0,"('14500_106',)"
"('14533_44',)","('192.168.220.47',)",1.0,"('14533_44',)"
"('10560_140',)","('192.168.210.56',)",1.0,"('10560_140',)"
"('10343_3',)","('192.168.210.45',)",1.0,"('10343_3',)"
"('10813_8',)","('192.168.220.43',)",1.0,"('10813_8',)"
"('10045_100',)","('192.168.210.48',)",1.0,"('10045_100',)"
"('10416_73',)","('192.168.210.55',)",1.0,"('10416_73',)"
"('10731_185',)","('192.168.220.47',)",1.0,"('10731_185',)"
"('11059_245',)","('192.168.220.42',)",1.0,"('11059_245',)"
"('10616_120',)","('192.168.220.47',)",0.8181818181818182,"('10616_120',)"
"('10108_16',)","('192.168.210.55',)",1.0,"('10108_16',)"
"('10411_87',)","('192.168.220.51',)",0.5454545454545454,"('10411_87',)"
"('11208_193',)","('192.168.220.51',)",0.7272727272727273,"('11208_193',)"
"('11230_49',)","('192.168.210.56',)",1.0,"('11230_49',)"
"('10003_194',)","('192.168.210.56',)",1.0,"('10003_194',)"
"('10651_65',)","('192.168.220.45',)",0.6363636363636364,"('10651_65',)"
"('11728_190',)","('192.168.210.57',)",0.6363636363636364,"('11728_190',)"
"('10236_18',)","('192.168.220.50',)",1.0,"('10236_18',)"
"('11871_45',)","('192.168.210.53',)",0.5454545454545454,"('11871_45',)"
"('12015_197',)","('192.168.220.47',)",0.7727272727272727,"('12015_197',)"
"('12207_130',)","('192.168.220.47',)",0.6363636363636364,"('12207_130',)"
"('12346_30',)","('192.168.210.47',)",0.5454545454545454,"('12346_30',)"
"('10622_26',)","('192.168.220.51',)",0.7272727272727273,"('10622_26',)"
"('10444_193',)","('192.168.220.47',)",1.0,"('10444_193',)"
"('12424_164',)","('192.168.220.47',)",0.6363636363636364,"('12424_164',)"
"('12434_9',)","('192.168.220.43',)",0.7272727272727273,"('12434_9',)"
"('10524_139',)","('192.168.210.53',)",0.5454545454545454,"('10524_139',)"
"('11691_153',)","('192.168.220.48',)",1.0,"('11691_153',)"
"('12643_246',)","('192.168.220.48',)",0.7272727272727273,"('12643_246',)"
"('12755_45',)","('192.168.220.45',)",0.5454545454545454,"('12755_45',)"
"('12756_43',)","('192.168.220.45',)",0.5454545454545454,"('12756_43',)"
"('12814_41',)","('192.168.210.55',)",1.0,"('12814_41',)"
"('11665_74',)","('192.168.220.47',)",1.0,"('11665_74',)"
"('12856_48',)","('192.168.210.47',)",1.0,"('12856_48',)"
"('12859_232',)","('192.168.210.47',)",1.0,"('12859_232',)"
"('12861_203',)","('192.168.210.47',)",1.0,"('12861_203',)"
"('10366_125',)","('192.168.210.49',)",1.0,"('10366_125',)"
"('10088_248',)","('192.168.220.49',)",1.0,"('10088_248',)"
"('12960_42',)","('192.168.220.42',)",1.0,"('12960_42',)"
"('12993_82',)","('192.168.220.45',)",1.0,"('12993_82',)"
"('11697_231',)","('192.168.210.54',)",1.0,"('11697_231',)"
"('12886_132',)","('192.168.220.50',)",1.0,"('12886_132',)"
"('13024_200',)","('192.168.210.55',)",1.0,"('13024_200',)"
"('13049_154',)","('192.168.220.46',)",0.5454545454545454,"('13049_154',)"
"('12768_17',)","('192.168.210.53',)",1.0,"('12768_17',)"
"('10138_78',)","('192.168.220.45',)",1.0,"('10138_78',)"
"('13303_60',)","('192.168.220.47',)",1.0,"('13303_60',)"
"('13389_206',)","('192.168.220.51',)",1.0,"('13389_206',)"
"('13452_44',)","('192.168.210.45',)",1.0,"('13452_44',)"
"('13457_235',)","('192.168.220.50',)",0.6363636363636364,"('13457_235',)"
"('13470_60',)","('192.168.220.51',)",0.5454545454545454,"('13470_60',)"
"('13493_96',)","('192.168.220.50',)",1.0,"('13493_96',)"
"('13580_101',)","('192.168.220.51',)",0.5454545454545454,"('13580_101',)"
"('13597_58',)","('192.168.220.51',)",1.0,"('13597_58',)"
"('10083_42',)","('192.168.220.42',)",0.6363636363636364,"('10083_42',)"
"('11655_167',)","('192.168.220.51',)",1.0,"('11655_167',)"
"('13817_29',)","('192.168.220.43',)",0.8636363636363636,"('13817_29',)"
"('13861_192',)","('192.168.220.45',)",1.0,"('13861_192',)"
"('11957_135',)","('192.168.220.45',)",1.0,"('11957_135',)"
"('13882_218',)","('192.168.220.47',)",1.0,"('13882_218',)"
"('13908_12',)","('192.168.220.48',)",1.0,"('13908_12',)"
"('10088_123',)","('192.168.220.49',)",1.0,"('10088_123',)"
"('13242_20',)","('192.168.220.49',)",1.0,"('13242_20',)"
"('13961_20',)","('192.168.210.54',)",0.7272727272727273,"('13961_20',)"
"('13968_222',)","('192.168.220.48',)",1.0,"('13968_222',)"
"('13991_15',)","('192.168.220.51',)",1.0,"('13991_15',)"
"('14025_9',)","('192.168.210.47',)",0.8181818181818182,"('14025_9',)"
"('12217_36',)","('192.168.220.51',)",1.0,"('12217_36',)"
"('14055_61',)","('192.168.220.50',)",0.8181818181818182,"('14055_61',)"
"('14090_88',)","('192.168.210.47',)",1.0,"('14090_88',)"
"('14123_137',)","('192.168.210.53',)",1.0,"('14123_137',)"
"('10088_166',)","('192.168.220.51',)",1.0,"('10088_166',)"
"('14193_227',)","('192.168.210.54',)",1.0,"('14193_227',)"
"('14311_100',)","('192.168.220.51',)",1.0,"('14311_100',)"
"('10717_219',)","('192.168.220.47',)",1.0,"('10717_219',)"
"('13153_27',)","('192.168.220.43',)",1.0,"('13153_27',)"
"('14392_72',)","('192.168.220.51',)",1.0,"('14392_72',)"
"('14410_158',)","('192.168.220.51',)",1.0,"('14410_158',)"
"('14424_66',)","('192.168.220.51',)",1.0,"('14424_66',)"
"('14478_30',)","('192.168.220.45',)",1.0,"('14478_30',)"
"('14536_166',)","('192.168.220.51',)",1.0,"('14536_166',)"
"('14556_94',)","('192.168.210.54',)",1.0,"('14556_94',)"
"('10694_89',)","('192.168.210.45',)",1.0,"('10694_89',)"
"('10076_84',)","('192.168.220.48',)",1.0,"('10076_84',)"
"('14583_0',)","('192.168.210.48',)",0.6363636363636364,"('14583_0',)"
"('10098_33',)","('192.168.210.56',)",1.0,"('10098_33',)"
"('10022_134',)","('192.168.210.48',)",1.0,"('10022_134',)"
"('10616_155',)","('192.168.220.47',)",0.5652173913043478,"('10616_155',)"
"('12690_174',)","('192.168.210.53',)",1.0,"('12690_174',)"
"('12936_6',)","('192.168.220.42',)",1.0,"('12936_6',)"
"('12975_117',)","('192.168.220.50',)",1.0,"('12975_117',)"
"('13069_51',)","('192.168.220.47',)",1.0,"('13069_51',)"
"('13102_235',)","('192.168.210.54',)",0.5217391304347826,"('13102_235',)"
"('10879_83',)","('192.168.220.51',)",0.5652173913043478,"('10879_83',)"
"('13194_213',)","('192.168.220.49',)",0.782608695652174,"('13194_213',)"
"('13652_248',)","('192.168.220.47',)",1.0,"('13652_248',)"
"('13807_6',)","('192.168.210.56',)",0.5652173913043478,"('13807_6',)"
"('14005_109',)","('192.168.220.51',)",1.0,"('14005_109',)"
"('14089_68',)","('192.168.210.47',)",1.0,"('14089_68',)"
"('14313_137',)","('192.168.220.51',)",1.0,"('14313_137',)"
"('14417_67',)","('192.168.220.51',)",1.0,"('14417_67',)"
"('14431_2',)","('192.168.210.57',)",0.5652173913043478,"('14431_2',)"
"('14454_110',)","('192.168.220.47',)",1.0,"('14454_110',)"
"('12972_123',)","('192.168.210.54',)",1.0,"('12972_123',)"
"('13110_195',)","('192.168.220.51',)",0.6086956521739131,"('13110_195',)"
"('10414_27',)","('192.168.220.47',)",0.6666666666666666,"('10414_27',)"
"('10442_231',)","('192.168.210.54',)",1.0,"('10442_231',)"
"('10708_162',)","('192.168.210.54',)",0.6666666666666666,"('10708_162',)"
"('10961_70',)","('192.168.220.51',)",0.6666666666666666,"('10961_70',)"
"('10992_178',)","('192.168.220.47',)",1.0,"('10992_178',)"
"('10694_4',)","('192.168.220.47',)",0.6666666666666666,"('10694_4',)"
"('11071_50',)","('192.168.220.47',)",0.5833333333333334,"('11071_50',)"
"('11166_109',)","('192.168.210.55',)",1.0,"('11166_109',)"
"('11231_178',)","('192.168.210.56',)",1.0,"('11231_178',)"
"('11267_244',)","('192.168.220.49',)",0.5,"('11267_244',)"
"('11275_44',)","('192.168.220.50',)",1.0,"('11275_44',)"
"('10124_24',)","('192.168.220.42',)",0.6666666666666666,"('10124_24',)"
"('11527_100',)","('192.168.220.50',)",1.0,"('11527_100',)"
"('11652_69',)","('192.168.210.48',)",1.0,"('11652_69',)"
"('10263_38',)","('192.168.220.42',)",0.5,"('10263_38',)"
"('10379_213',)","('192.168.220.43',)",1.0,"('10379_213',)"
"('11192_163',)","('192.168.220.51',)",1.0,"('11192_163',)"
"('10708_244',)","('192.168.220.51',)",0.6666666666666666,"('10708_244',)"
"('11843_141',)","('192.168.210.45',)",0.6666666666666666,"('11843_141',)"
"('11854_182',)","('192.168.220.49',)",1.0,"('11854_182',)"
"('11839_234',)","('192.168.210.56',)",0.8333333333333334,"('11839_234',)"
"('10099_184',)","('192.168.220.47',)",0.6666666666666666,"('10099_184',)"
"('10764_136',)","('192.168.220.51',)",0.6666666666666666,"('10764_136',)"
"('12060_97',)","('192.168.220.47',)",1.0,"('12060_97',)"
"('12128_22',)","('192.168.220.42',)",1.0,"('12128_22',)"
"('11079_160',)","('192.168.220.51',)",1.0,"('11079_160',)"
"('12173_176',)","('192.168.220.51',)",1.0,"('12173_176',)"
"('11305_56',)","('192.168.220.46',)",1.0,"('11305_56',)"
"('12263_96',)","('192.168.220.51',)",0.5,"('12263_96',)"
"('10299_50',)","('192.168.220.51',)",1.0,"('10299_50',)"
"('12366_163',)","('192.168.220.51',)",1.0,"('12366_163',)"
"('12420_5',)","('192.168.220.47',)",0.6666666666666666,"('12420_5',)"
"('12426_132',)","('192.168.210.53',)",1.0,"('12426_132',)"
"('11267_245',)","('192.168.220.51',)",0.8333333333333334,"('11267_245',)"
"('12587_58',)","('192.168.220.51',)",1.0,"('12587_58',)"
"('12606_1',)","('192.168.220.48',)",0.5,"('12606_1',)"
"('12608_178',)","('192.168.220.48',)",1.0,"('12608_178',)"
"('12610_52',)","('192.168.220.48',)",0.5,"('12610_52',)"
"('12655_212',)","('192.168.220.48',)",0.8333333333333334,"('12655_212',)"
"('12686_219',)","('192.168.220.48',)",1.0,"('12686_219',)"
"('10131_244',)","('192.168.210.54',)",1.0,"('10131_244',)"
"('10491_99',)","('192.168.220.45',)",0.5,"('10491_99',)"
"('10878_11',)","('192.168.210.54',)",1.0,"('10878_11',)"
"('12790_39',)","('192.168.210.45',)",1.0,"('12790_39',)"
"('10045_152',)","('192.168.220.51',)",1.0,"('10045_152',)"
"('12877_151',)","('192.168.210.47',)",1.0,"('12877_151',)"
"('11267_246',)","('192.168.210.55',)",0.5,"('11267_246',)"
"('12916_236',)","('192.168.220.47',)",1.0,"('12916_236',)"
"('12921_125',)","('192.168.220.50',)",0.5833333333333334,"('12921_125',)"
"('11340_16',)","('192.168.220.47',)",0.8333333333333334,"('11340_16',)"
"('12980_188',)","('192.168.220.50',)",1.0,"('12980_188',)"
"('12981_236',)","('192.168.220.50',)",1.0,"('12981_236',)"
"('11192_171',)","('192.168.210.47',)",1.0,"('11192_171',)"
"('13063_138',)","('192.168.220.48',)",1.0,"('13063_138',)"
"('11729_75',)","('192.168.220.51',)",1.0,"('11729_75',)"
"('12686_229',)","('192.168.220.42',)",1.0,"('12686_229',)"
"('11396_57',)","('192.168.210.48',)",0.6666666666666666,"('11396_57',)"
"('13285_35',)","('192.168.210.47',)",0.6666666666666666,"('13285_35',)"
"('10067_61',)","('192.168.210.47',)",1.0,"('10067_61',)"
"('13304_60',)","('192.168.220.47',)",1.0,"('13304_60',)"
"('12472_248',)","('192.168.210.45',)",0.5833333333333334,"('12472_248',)"
"('13364_4',)","('192.168.220.49',)",1.0,"('13364_4',)"
"('13395_144',)","('192.168.220.44',)",1.0,"('13395_144',)"
"('13413_11',)","('192.168.220.51',)",0.6666666666666666,"('13413_11',)"
"('10151_33',)","('192.168.210.49',)",1.0,"('10151_33',)"
"('12576_97',)","('192.168.220.50',)",0.6666666666666666,"('12576_97',)"
"('13512_29',)","('192.168.220.50',)",0.6666666666666666,"('13512_29',)"
"('13525_251',)","('192.168.210.46',)",1.0,"('13525_251',)"
"('13543_175',)","('192.168.210.52',)",1.0,"('13543_175',)"
"('10327_218',)","('192.168.210.55',)",1.0,"('10327_218',)"
"('13681_200',)","('192.168.220.42',)",1.0,"('13681_200',)"
"('13392_32',)","('192.168.220.42',)",1.0,"('13392_32',)"
"('13273_9',)","('192.168.220.46',)",0.5,"('13273_9',)"
"('10138_18',)","('192.168.220.48',)",1.0,"('10138_18',)"
"('10759_131',)","('192.168.220.43',)",0.5,"('10759_131',)"
"('10403_36',)","('192.168.210.47',)",1.0,"('10403_36',)"
"('10299_98',)","('192.168.220.51',)",0.6666666666666666,"('10299_98',)"
"('11472_160',)","('192.168.220.51',)",0.8333333333333334,"('11472_160',)"
"('10632_147',)","('192.168.210.54',)",1.0,"('10632_147',)"
"('10244_183',)","('192.168.220.50',)",1.0,"('10244_183',)"
"('13977_206',)","('192.168.220.45',)",1.0,"('13977_206',)"
"('14094_179',)","('192.168.220.51',)",1.0,"('14094_179',)"
"('14098_5',)","('192.168.220.50',)",0.75,"('14098_5',)"
"('10718_18',)","('192.168.220.47',)",0.6666666666666666,"('10718_18',)"
"('14129_53',)","('192.168.220.51',)",1.0,"('14129_53',)"
"('10299_17',)","('192.168.220.51',)",1.0,"('10299_17',)"
"('11151_240',)","('192.168.220.48',)",1.0,"('11151_240',)"
"('14212_76',)","('192.168.220.51',)",0.6666666666666666,"('14212_76',)"
"('11735_38',)","('192.168.220.42',)",1.0,"('11735_38',)"
"('11323_99',)","('192.168.210.48',)",1.0,"('11323_99',)"
"('10327_74',)","('192.168.220.49',)",1.0,"('10327_74',)"
"('14326_30',)","('192.168.220.49',)",1.0,"('14326_30',)"
"('14377_31',)","('192.168.220.47',)",1.0,"('14377_31',)"
"('14378_39',)","('192.168.220.47',)",1.0,"('14378_39',)"
"('10151_46',)","('192.168.220.43',)",1.0,"('10151_46',)"
"('13122_88',)","('192.168.220.51',)",0.6666666666666666,"('13122_88',)"
"('14427_177',)","('192.168.220.46',)",1.0,"('14427_177',)"
"('10166_167',)","('192.168.210.47',)",1.0,"('10166_167',)"
"('14436_163',)","('192.168.210.45',)",1.0,"('14436_163',)"
"('14473_49',)","('192.168.220.46',)",1.0,"('14473_49',)"
"('13056_119',)","('192.168.210.56',)",1.0,"('13056_119',)"
"('14498_249',)","('192.168.210.49',)",1.0,"('14498_249',)"
"('14499_165',)","('192.168.210.49',)",1.0,"('14499_165',)"
"('14531_191',)","('192.168.220.47',)",1.0,"('14531_191',)"
"('14539_165',)","('192.168.220.47',)",1.0,"('14539_165',)"
"('14548_208',)","('192.168.210.56',)",1.0,"('14548_208',)"
"('14567_151',)","('192.168.220.51',)",1.0,"('14567_151',)"
"('14601_185',)","('192.168.220.51',)",1.0,"('14601_185',)"
"('10373_43',)","('192.168.210.56',)",1.0,"('10373_43',)"
"('10797_218',)","('192.168.220.47',)",0.52,"('10797_218',)"
"('11097_62',)","('192.168.220.47',)",1.0,"('11097_62',)"
"('11305_32',)","('192.168.220.51',)",0.8,"('11305_32',)"
"('10236_107',)","('192.168.210.56',)",1.0,"('10236_107',)"
"('12320_133',)","('192.168.220.47',)",1.0,"('12320_133',)"
"('12538_199',)","('192.168.220.51',)",0.6,"('12538_199',)"
"('10946_139',)","('192.168.210.48',)",1.0,"('10946_139',)"
"('10925_32',)","('192.168.210.49',)",1.0,"('10925_32',)"
"('11167_9',)","('192.168.220.51',)",1.0,"('11167_9',)"
"('12820_172',)","('192.168.210.56',)",0.52,"('12820_172',)"
"('12823_22',)","('192.168.220.47',)",1.0,"('12823_22',)"
"('12385_190',)","('192.168.210.54',)",0.48,"('12385_190',)"
"('10718_249',)","('192.168.210.47',)",1.0,"('10718_249',)"
"('13153_32',)","('192.168.210.45',)",1.0,"('13153_32',)"
"('13404_157',)","('192.168.220.51',)",0.6,"('13404_157',)"
"('13593_19',)","('192.168.210.52',)",1.0,"('13593_19',)"
"('12779_213',)","('192.168.220.45',)",0.56,"('12779_213',)"
"('13794_160',)","('192.168.220.42',)",1.0,"('13794_160',)"
"('11869_160',)","('192.168.210.55',)",1.0,"('11869_160',)"
"('11700_3',)","('192.168.220.50',)",1.0,"('11700_3',)"
"('14039_169',)","('192.168.220.50',)",0.76,"('14039_169',)"
"('10343_25',)","('192.168.210.47',)",1.0,"('10343_25',)"
"('11869_171',)","('192.168.210.54',)",1.0,"('11869_171',)"
"('10745_83',)","('192.168.220.48',)",1.0,"('10745_83',)"
"('12730_243',)","('192.168.210.45',)",1.0,"('12730_243',)"
"('10717_120',)","('192.168.220.51',)",1.0,"('10717_120',)"
"('10694_9',)","('192.168.220.51',)",1.0,"('10694_9',)"
"('10274_31',)","('192.168.220.49',)",1.0,"('10274_31',)"
"('14608_21',)","('192.168.210.56',)",1.0,"('14608_21',)"
"('10427_101',)","('192.168.220.47',)",1.0,"('10427_101',)"
"('10654_253',)","('192.168.220.47',)",1.0,"('10654_253',)"
"('10680_146',)","('192.168.220.47',)",0.6153846153846154,"('10680_146',)"
"('10427_165',)","('192.168.210.55',)",1.0,"('10427_165',)"
"('10946_16',)","('192.168.220.51',)",1.0,"('10946_16',)"
"('11046_78',)","('192.168.220.42',)",1.0,"('11046_78',)"
"('10026_99',)","('192.168.220.51',)",0.46153846153846156,"('10026_99',)"
"('11116_202',)","('192.168.210.55',)",1.0,"('11116_202',)"
"('11117_16',)","('192.168.210.55',)",1.0,"('11117_16',)"
"('11151_115',)","('192.168.210.55',)",1.0,"('11151_115',)"
"('11163_206',)","('192.168.210.56',)",1.0,"('11163_206',)"
"('11170_108',)","('192.168.210.56',)",0.6153846153846154,"('11170_108',)"
"('11234_66',)","('192.168.210.56',)",1.0,"('11234_66',)"
"('11343_231',)","('192.168.220.42',)",0.46153846153846156,"('11343_231',)"
"('10156_38',)","('192.168.220.47',)",1.0,"('10156_38',)"
"('10391_154',)","('192.168.220.48',)",1.0,"('10391_154',)"
"('10236_2',)","('192.168.220.47',)",1.0,"('10236_2',)"
"('10306_110',)","('192.168.220.51',)",0.7692307692307693,"('10306_110',)"
"('11747_4',)","('192.168.220.49',)",0.7692307692307693,"('11747_4',)"
"('11818_114',)","('192.168.220.51',)",0.6923076923076923,"('11818_114',)"
"('11362_15',)","('192.168.220.51',)",1.0,"('11362_15',)"
"('11830_238',)","('192.168.210.53',)",1.0,"('11830_238',)"
"('11697_149',)","('192.168.210.55',)",1.0,"('11697_149',)"
"('10088_83',)","('192.168.220.47',)",1.0,"('10088_83',)"
"('11697_182',)","('192.168.220.51',)",1.0,"('11697_182',)"
"('11933_232',)","('192.168.220.49',)",1.0,"('11933_232',)"
"('10717_99',)","('192.168.220.51',)",1.0,"('10717_99',)"
"('12041_163',)","('192.168.210.54',)",0.6153846153846154,"('12041_163',)"
"('12052_30',)","('192.168.220.51',)",0.6153846153846154,"('12052_30',)"
"('10427_61',)","('192.168.220.51',)",1.0,"('10427_61',)"
"('12198_251',)","('192.168.210.54',)",1.0,"('12198_251',)"
"('12430_107',)","('192.168.210.53',)",1.0,"('12430_107',)"
"('12438_69',)","('192.168.210.53',)",1.0,"('12438_69',)"
"('12521_103',)","('192.168.210.55',)",1.0,"('12521_103',)"
"('10908_73',)","('192.168.220.51',)",0.46153846153846156,"('10908_73',)"
"('11323_27',)","('192.168.220.51',)",1.0,"('11323_27',)"
"('10708_65',)","('192.168.220.47',)",1.0,"('10708_65',)"
"('11952_167',)","('192.168.210.52',)",0.7692307692307693,"('11952_167',)"
"('11801_75',)","('192.168.210.57',)",1.0,"('11801_75',)"
"('12850_83',)","('192.168.210.47',)",1.0,"('12850_83',)"
"('12881_164',)","('192.168.220.51',)",0.5384615384615384,"('12881_164',)"
"('10088_108',)","('192.168.220.42',)",0.8461538461538461,"('10088_108',)"
"('11727_8',)","('192.168.220.51',)",1.0,"('11727_8',)"
"('12993_108',)","('192.168.220.51',)",1.0,"('12993_108',)"
"('12995_198',)","('192.168.210.57',)",1.0,"('12995_198',)"
"('11697_16',)","('192.168.220.51',)",1.0,"('11697_16',)"
"('12441_104',)","('192.168.220.50',)",1.0,"('12441_104',)"
"('13056_110',)","('192.168.220.46',)",0.6153846153846154,"('13056_110',)"
"('10046_141',)","('192.168.210.54',)",1.0,"('10046_141',)"
"('13140_252',)","('192.168.220.51',)",1.0,"('13140_252',)"
"('11697_227',)","('192.168.220.42',)",1.0,"('11697_227',)"
"('13160_204',)","('192.168.220.51',)",1.0,"('13160_204',)"
"('13064_100',)","('192.168.210.57',)",0.5769230769230769,"('13064_100',)"
"('13218_174',)","('192.168.220.46',)",1.0,"('13218_174',)"
"('13218_212',)","('192.168.220.42',)",1.0,"('13218_212',)"
"('13007_231',)","('192.168.220.46',)",1.0,"('13007_231',)"
"('13286_1',)","('192.168.210.47',)",1.0,"('13286_1',)"
"('10987_227',)","('192.168.220.47',)",1.0,"('10987_227',)"
"('11839_67',)","('192.168.220.45',)",0.8461538461538461,"('11839_67',)"
"('10879_166',)","('192.168.210.46',)",1.0,"('10879_166',)"
"('13358_149',)","('192.168.220.47',)",1.0,"('13358_149',)"
